unique_id,timestamp,y_pred,y_proba,query,model_version,runtime
939db942-dbd2-45ec-a2f1-44a7cfe8420e,1608223213.9695516,[231685.6088],None,2018-05-23,0.1,000:00:35
6030dbb2-5850-4a1e-a491-69aee6345f32,1608223250.0080373,[223036.50344],None,2018-10-07,0.1,000:00:36
088a5e69-86b9-4af6-9d4d-9a22c0200e6a,1608223284.9461677,[173636.55724],None,2019-05-02,0.1,000:00:34
26d68092-c0e4-4c63-b167-91d5d56132f6,1608223319.5814092,[146881.854],None,2018-08-03,0.1,000:00:34
2257d78a-d23d-4f52-bedd-699e0ea1a1b6,1608223354.9238555,[169098.07084],None,2019-05-04,0.1,000:00:35
201cd057-feb8-42ae-bc2b-8bb2ddbaef54,1608223389.4561198,[117619.79656],None,2017-12-11,0.1,000:00:34
6d8e47a4-2f29-4653-a8cd-4a6142733860,1608223423.4387543,[271065.13236],None,2018-10-18,0.1,000:00:33
f96a3f43-0473-46a8-a1c1-e62c0eba91d6,1608223458.3574789,[251603.06768],None,2018-02-22,0.1,000:00:34
73931333-932b-46ab-a84b-8aee5a7da0e3,1608223493.5672364,[142065.46448],None,2019-02-04,0.1,000:00:35
fff2f371-2136-428a-97f2-7ac3256fd65a,1608223529.0374732,[219848.27488],None,2018-10-03,0.1,000:00:35
81dbba23-6214-4ca6-9452-82d2feaf6837,1608223565.0045104,[265530.73828],None,2018-10-19,0.1,000:00:35
d45072fc-cd0a-406c-b7d7-7ef59eddfeb0,1608223599.9564507,[198474.1516],None,2018-12-05,0.1,000:00:34
cc2912ca-57aa-449f-b469-c1ce00d46154,1608223634.3620422,[143599.192],None,2019-01-07,0.1,000:00:34
e07be0ba-a4cd-45bb-95fa-af102ce71952,1608223671.8723981,[173626.66008],None,2019-04-17,0.1,000:00:37
526a9d6f-9a24-4946-b93f-bfa21bdfb603,1608223708.4626956,[158720.745],None,2019-04-11,0.1,000:00:36
43644bda-18db-4ac2-9ed5-58bc996d6bca,1608223745.1978226,[171069.0672],None,2019-03-05,0.1,000:00:36
56a3255f-19b8-446b-9265-8b097d83311b,1608223787.0375767,[119486.89028],None,2018-03-30,0.1,000:00:41
2911b4f2-93aa-4d2e-8663-17ac0011a8b2,1608223834.5641055,[107672.3326],None,2018-04-24,0.1,000:00:47
b267da2f-c51d-4840-8ca0-65b6afd1f1a4,1608223878.0052063,[247875.60624],None,2018-03-14,0.1,000:00:43
a2573099-d54b-4095-bdf5-c1b42865552d,1608223921.9378376,[169278.55616],None,2019-05-05,0.1,000:00:43
3087987f-f5cb-4aa8-913f-1c9393ca32c8,1608223960.5309513,[116122.426],None,2017-12-10,0.1,000:00:38
890ac83f-2df1-4c77-b61f-4fc2809a4e5b,1608224011.3789256,[160399.03604],None,2018-01-12,0.1,000:00:50
0060233f-af76-45c3-990d-539198da04db,1608224048.7397144,[183411.21868],None,2019-04-25,0.1,000:00:37
